id,src_user_id,dst_user_id,timestamp
1289643414292553729,1226204465897910273,37733742,2020-08-01
1289586779440349185,4343376498,1192064289311514631,2020-08-01
1289546904854913026,1244903170603712512,1014938066568470528,2020-08-01
1289650210583408641,261916059,2930295936,2020-08-01
1289573008181301249,3116066493,895293807931084801,2020-08-01
1289399518295814146,72835250,892118916,2020-08-01
1289562180090834945,465805716,465805716,2020-08-01
1289594689012801536,419243142,1162117168798023680,2020-08-01
1289594485349871625,220526324,220526324,2020-08-01
1289614272662626304,535860706,1076458988844314625,2020-08-01
1289360839321874432,1027630700810457089,724287708,2020-08-01
1289538411255287810,876175129570676737,876175129570676737,2020-08-01
1289370516336398342,291482044,3140833105,2020-08-01
1289515276623474689,91458601,3045139471,2020-08-01
1289509877467869184,1286180063680122880,733705214,2020-08-01
1289350317511815168,57266178,538584119,2020-08-01
1289359378961723392,10947472,1207058831869501440,2020-08-01
1289450456184487936,1288029041220616192,1288029041220616192,2020-08-01
1289623560357437443,1289171902821408768,1283514170034360320,2020-08-01
1289421414638874624,20947434,20947434,2020-08-01
1289400110514712576,890694091813638144,1120469091947569153,2020-08-01
1289375590433411073,134921337,134921337,2020-08-01
1289399596234547200,17539529,1286132313789624320,2020-08-01
1289406292998721536,874956836,1216141656488955904,2020-08-01
1289468794948055040,76101278,2906026329,2020-08-01
1289525961063411713,151104800,1608728954,2020-08-01
1289593764277825536,17351453,3202326849,2020-08-01
1289461311936458752,1209433520906686466,377174389,2020-08-01
1289679686134423552,1257759515287736320,857803752924774400,2020-08-01
1289368169702809602,832008182834683904,1184097582651498497,2020-08-01
1289350765828542467,1288591330881355776,1224071806375432192,2020-08-01
1289644553377480704,1258672380689485827,2779235331,2020-08-01
1289393609683460098,721444576989442048,3409991233,2020-08-01
1289608366700953600,819029118666862592,1037170353020256257,2020-08-01
1289370314070269957,65041705,65041705,2020-08-01
1289684270395449344,2614255879,3044602665,2020-08-01
1289359180436918274,220354139,513363951,2020-08-01
1289368594996838402,141303134,141303134,2020-08-01
1289435216071634944,1095361617829732352,1248370887826563072,2020-08-01
1289379927096037377,1242275656739590144,222557804,2020-08-01
1289500728264765445,2818937329,821474946,2020-08-01
1289405045415350272,225012752,225012752,2020-08-01
1289408884533104640,217246038,217246038,2020-08-01
1289393696157265920,721444576989442048,3409991233,2020-08-01
1289563044918435842,797477526234771456,797477526234771456,2020-08-01
1289356966624518144,1248722140465172481,1248722140465172481,2020-08-01
1289376028171948032,1165289750221197312,788852055406444548,2020-08-01
1289404580229337088,823667920303628289,2420331321,2020-08-01
1289424950428749824,838291567337144320,1112868142554988544,2020-08-01
1289351855181402113,13491312,13491312,2020-08-01
1289553068271386626,706307772925739008,706307772925739008,2020-08-01
1289549920148447233,45068997,1098571948618067968,2020-08-01
1289354958664544257,18820319,870395156213760000,2020-08-01
1289359882697584640,909828163504553984,918486168907509760,2020-08-01
1289608053810008065,17351453,958293132,2020-08-01
1289353346252328961,797141356988669953,352671624,2020-08-01
1289517010322247686,212173373,429902840,2020-08-01
1289556263047532546,1012435193574100993,185422089,2020-08-01
1289355219915218944,3230466907,1869829890,2020-08-01
1289374852776787968,24312943,1274467174778843138,2020-08-01
1289557198155264000,4870917011,1264059803518763009,2020-08-01
1289382839314796544,872964678590377984,1148621960,2020-08-01
1289350199245041664,1270081775058980864,1147313819548626944,2020-08-01
1289368707316289536,1046170556893155328,3310943306,2020-08-01
1289383026502307841,872964678590377984,252763215,2020-08-01
1289383592825458688,872964678590377984,252763215,2020-08-01
1289587416030826496,79460073,79460073,2020-08-01
1289361275416219648,714488865352851458,49280298,2020-08-01
1289352949043310593,707648309230436353,836726586380599301,2020-08-01
1289355240224038912,3040636358,17213316,2020-08-01
1289367776608452608,1267127155030470658,547182652,2020-08-01
1289387513610723329,1181392854331080705,2474139948,2020-08-01
1289515322739847168,1202717196109144065,1249178489464467458,2020-08-01
1289358507355983872,1153694291228839938,1249924178293092353,2020-08-01
1289355394888765440,1243214962308321281,190170397,2020-08-01
1289354062626820096,828424683687202816,1288559113484591105,2020-08-01
1289363041474117634,52814136,52814136,2020-08-01
1289404982962163712,838291567337144320,352157534,2020-08-01
1289358738198011905,917021283996585984,1275486370417586176,2020-08-01
1289359860853743616,18184205,241563938,2020-08-01
1289598057042964480,129314386,3316389197,2020-08-01
1289355832392548352,4849898158,85723812,2020-08-01
1289375269527130114,876990362027515905,825357218824478720,2020-08-01
1289353942128668673,3178243258,40083639,2020-08-01
1289378636441595905,33529136,33529136,2020-08-01
1289352025625354240,16721452,318994241,2020-08-01
1289354709640204288,37261178,1159047934014578695,2020-08-01
1289360400702558210,18184205,3232871792,2020-08-01
1289364060346040320,1241027603441561607,1276308234777825281,2020-08-01
1289352248712077312,16721452,2560843344,2020-08-01
1289352457143762944,1240565717940011010,1178293661433548800,2020-08-01
1289398285527113728,318994241,16721452,2020-08-01
1289353679729053696,962570029907791873,1723648231,2020-08-01
1289353021017686016,1178293661433548800,1240565717940011010,2020-08-01
1289356744372572166,338624488,1001278238860115968,2020-08-01
1289360196872151046,338624488,2321520264,2020-08-01
1289357054511943680,836726586380599301,707648309230436353,2020-08-01
1289353796116774918,3455796672,350398451,2020-08-01
1289382198332645378,829384823311572993,558594175,2020-08-01
1289353800352923648,219862792,219862792,2020-08-01
1289362517353848837,33188639,1268323456988266497,2020-08-01
1289357746760949760,435159281,28153253,2020-08-01
1289520434564567041,1287897224962289664,1239144747282751488,2020-08-01
1289354570838114305,770757266,1262966995571466241,2020-08-01
1289354922006323200,1159047934014578695,37261178,2020-08-01
1289476017862524928,16577987,337780078,2020-08-01
1289567465492475906,16577987,337780078,2020-08-01
1289360879763456010,1869829890,3230466907,2020-08-01
1289396358634450944,17213316,3040636358,2020-08-01
1289357117653004290,1270081775058980864,1147313819548626944,2020-08-01
1289355897093763072,1050532444015878145,115731897,2020-08-01
1289364095976779782,2780759989,18050416,2020-08-01
1289355883806248960,984539190930149377,984539190930149377,2020-08-01
1289374647763386368,1195456873656397824,765995101508304901,2020-08-01
1289356340087816193,324703658,712878650,2020-08-01
1289356730103549956,1084280058,1084280058,2020-08-01
1289365477307940864,886966409493979136,1078466768421769219,2020-08-01
1289358094942613504,828424683687202816,1288559113484591105,2020-08-01
1289359129035694082,828424683687202816,1288559113484591105,2020-08-01
1289360383996649473,58562436,20117737,2020-08-01
1289411914343149568,16577987,337780078,2020-08-01
1289400111764656128,1264303461929287680,36752372,2020-08-01
1289358079297871873,28153253,435159281,2020-08-01
1289383049143017477,1249924178293092353,1153694291228839938,2020-08-01
1289362892790235138,1275486370417586176,917021283996585984,2020-08-01
1289374249069604864,971874721917628417,1192540050329784320,2020-08-01
1289361087763066881,1153916836028637185,1185017001816854528,2020-08-01
1289361635488882688,918486168907509760,909828163504553984,2020-08-01
1289363078883155968,3216483867,3216483867,2020-08-01
1289364306216198145,1276982811056934912,1014646304339832832,2020-08-01
1289362435837632512,824659955970113536,824659955970113536,2020-08-01
1289365994129899522,1240047017448976384,4442529193,2020-08-01
1289368225671712769,2382495682,2732827659,2020-08-01
1289374625244184582,32082901,945485120059842560,2020-08-01
1289362144241364993,2538053700,424005157,2020-08-01
1289366593315598337,948029961448824832,2413474266,2020-08-01
1289364095469142016,3230466907,1869829890,2020-08-01
1289366188745687043,424005157,2538053700,2020-08-01
1289403477609730048,917255336272199680,1220054471604101121,2020-08-01
1289363939449425920,1602054852,852362310526140416,2020-08-01
1289363359347793920,909828163504553984,918486168907509760,2020-08-01
1289364438789656577,922976874594050048,883862177593126912,2020-08-01
1289377955391578113,2278427059,79809731,2020-08-01
1289363452406845442,1288559113484591105,828424683687202816,2020-08-01
1289365945358540800,1400266598,1263535733660319752,2020-08-01
1289363861586362368,2820083725,17279718,2020-08-01
1289364490417352706,984169536147554306,153788574,2020-08-01
1289364062761967618,718582416378576896,3774145535,2020-08-01
1289364828780290048,775723020811763712,980975996923936768,2020-08-01
1289369056466722816,1400266598,821812669049094146,2020-08-01
1289369385031708674,1400266598,821812669049094146,2020-08-01
1289365297733013504,775723020811763712,54278855,2020-08-01
1289365682107293699,1027052955726503939,363180823,2020-08-01
1289366502144200705,1027052955726503939,363180823,2020-08-01
1289367954786680833,1934967121,1212769627291316224,2020-08-01
1289368169962852352,965452912997683202,993641287,2020-08-01
1289366567625453568,363180823,1027052955726503939,2020-08-01
1289367496256970754,58562436,1257507484543172608,2020-08-01
1289476146778628096,1021659743721594880,219775815,2020-08-01
1289452708806537216,3293661355,1226375975748767749,2020-08-01
1289367011470880768,1680668654,3302032961,2020-08-01
1289630958128230401,811514954159443968,1235012304657403905,2020-08-01
1289367092072857601,1027052955726503939,363180823,2020-08-01
1289367654013206528,775723020811763712,872306370686726147,2020-08-01
1289367100637589505,775723020811763712,844364318187687936,2020-08-01
1289371266021957637,1288559113484591105,2248833469,2020-08-01
1289369650900295680,148524296,148524296,2020-08-01
1289369422067466241,3328675947,1119642405303660544,2020-08-01
1289369083863920640,32938710,32938710,2020-08-01
